Location,Latitude,Longitude
Chuka India,22.6090836,86.0195589
Off Bombay India,19.1470699,72.8359766
Corunna Indiana,41.4372721,-85.1471934
Tarakan Indonesia,3.3000169,117.6330159
Puncak Jaya Indonesia,-4.0786047,137.1586126
Baotou Inner,40.6174777,109.944912
Kerman Iran,29.571858,57.301047
Zahedan Iran,29.4928874,60.8503017
Fallujah Iraq,33.3532137,43.7875674
Hasi Iraq,31.18777052023924,45.740284152280665
Bagdad Iraq,33.3061701,44.3872213
Mosul Iraq,36.34369405,43.099715597302286
Picinisco Italy,41.6462629,13.8677827
Ravello Italy,40.6496643,14.6122753
Roccatamburo di Poggiodomo Italy,42.7372457,12.9363761
Trappa Italy,44.1853611,7.9943977
Iwo Jima Japan,24.78033005,141.32058674764795
Off Matsuyama Japan,33.8163835,132.8049616
Channel Islands Jersey,49.21230655,-2.1255999596428845
Elkton Kentucky,36.8100425,-87.1541675
Pristina Kosovo,42.6638771,21.1640849
Savannakhet Laos,16.500195849999997,105.71559464914924
Castel Libya,32.3963246,15.0524913
Niederanven Luxembourg,49.6512224,6.2552342
Ohrid Macedonia,41.1170203,20.8017715
Pujungan Malinau,2.5890916,115.7918107
Luqa Malta,35.859653,14.4892913
Edgewater Maryland,38.9358105,-76.55301414304145
Ellicott City Maryland,39.27573585,-76.831741741596
Off Chatham Massachusetts,41.6808327,-69.953296134
Nouadhibou Mauritania,20.9127045,-17.0503094
San Cristobal de las Casas Mexico,16.735377,-92.63873
San Luis Acatlan Mexico,16.870085449999998,-98.72220741144672
Cofre de Perote Mexico,19.4941853,-97.1478249
Cerro del Carbon Mexico,20.40446215,-97.28924571585102
Bridgeton Missouri,38.7566055,-90.42352
Shepard Montana,45.1779987,-109.6893387
Harlem Montana,48.532501,-108.784903
Amazonia Montana,6.2135235,-75.5711578
Cape Bojador Morocco,26.1233266,-14.5005584
Sena Mozambique,-17.445439,35.029225
?China National Aviation Corporation,34.6483336,109.22759909739936
Cincinnati Airport,39.04990645,-84.66515749429266
Bhairawa Nepal,27.512726,83.453148
Biratnagar Nepal,26.4623007,87.281617
Berlin New,44.4688795,-71.1836547
Gallup New,35.5283506,-108.743907
Taos New,36.4072377,-105.573284
Camden New,39.9448402,-75.1198911
Moriarty New,34.9972037,-106.0494876
Tegucigalpa Nicaragua,14.045080700228016,-87.23055537726117
Ikeja Nigeria,6.5960605,3.340787
Enugu Nigeria,6.4499833,7.5000007
Mt Ruapehu North,-40.38399555345659,175.63673711377626
New Bern North,35.1084931,-77.0441143
Seljord Norway,59.57344535,8.512253409438468
Akron Ohio,41.083064,-81.518485
Bristolville Ohio,41.3874649,-80.8692679
Edgerton Ohio,41.4487184,-84.7480385
Timmins Ontario,48.477473,-81.330414
Red Lake Ontario,51.018938,-93.827362
Vehari Pakistan,30.04804175,72.35635188697299
Loja Peru,-6.4947245,-77.5236429
Tacloban Philippines,11.2436208,125.0079543
Rzeszow Poland,50.0374531,22.0047174
Lodz Poland,51.7687323,19.4569911
St. Cleophas Quebec,48.4922701,-67.7436256
Belle Harbor Queens,40.5767844,-73.84782868947303
Block Island Rhode,41.18957715,-71.56790006923444
Kazan Russia,55.7823547,49.1242266
Kalyazin Russia,57.2400206,37.8404883
Mirny Russia,62.5410457,113.978516
Norilsk Russia,69.3444054,88.2096151
Vologda Russia,60.0391461,43.1215213
Castries Saint,43.7894047,3.4601119
Regina Saskatchewan,50.4479733,-104.6158764
Off Argyll Scotland,56.0127926,-4.767447635790857
Abakan Siberia,53.72068,91.4406019
Fox Glacier South,-43.48312263133192,170.02289013423763
Hue South,22.3368605,114.1009166
Nha Trang South,17.730059150390183,106.3855577084932
Madrid-Barajas Spain,40.4952269,-3.573373302702902
Katunayake Sri,7.18250095,79.87614047745092
Godstone Surrey,51.221863,-0.0565381852593004
Fernhurst Sussex,51.0481925,-0.7233101
Angelholm Sweden,56.2429224,12.8619375
Birchwil Switzerland,47.4586072,8.6349201
Eglisau Switzerland,47.5733207,8.5239827
Stadelberg Switzerland,47.4007479,8.956141
Penghu Island Taiwan,23.55856845,119.60988586582856
Bukoba Tanzania,-1.3311508,31.8125605
Empakaai Tanzania,-2.9091907,35.82794613098927
Pecos City Texas,31.4227654,-103.4977375
Fort Worth Texas,32.753177,-97.3327459
Isparta Turkey,37.9465412,30.9602093
Ashkhabad Turkmenistan,37.6706422,61.757743611629216
Croydon United,-37.7725451,145.29440837241947
Centerville Utah,40.9180005,-111.8721601
Granger Utah,40.6939409,-111.9792506882074
Charallave Venezuela,10.2456598,-66.8586608
Rubio Venezuela,7.6951055,-72.3646525
Arlington Virginia,38.8769326,-77.0893094
Vancouver Washington,45.6306954,-122.6744557
Dusseldorf West,51.27668225,6.824655492508267
Huntington West,49.2895194,-123.14365060854853
Tie Siding Wyoming,41.0812698,-105.5091717
San'a Yemen,15.35,44.2
Harare Zimbabwe,-17.8567035,31.0601584
Francisco Rueda,17.8346002,-93.9307689
Ocean 800,39.976369000000005,-74.24958117698071
Jalal-Abad Afghanistan,34.4305303,70.4612956
Kenai Alaska,60.5544444,-151.258333
Annette Island Alaska,55.1407297,-131.44598064067569
Cuílo Angola,-6.8055485,15.6918402
Winton Australia,-22.3845163,143.0364812
Bass Strait Australia,-34.678789560867564,150.85410273223093
Mt. Dandenong Australia,-37.8361703,145.3509803
Sydney Australia,-33.8698439,151.2082848
Mangalore Australia,-36.924626,145.17083142450304
Kufstein Austria,47.582996,12.1692134
Yevlakh Azerbaijan,40.6111615,47.1479948
Vancouver BC,49.2608724,-123.113952
Mt. Benson BC,49.1494522,-124.0498441
Melsbroek Belgium,50.9170725,4.4758811
Villa Montes Bolivia,-21.2589001,-63.4722606
Bella Vista Bolivia,-13.2741388,-63.705423
Villa Monte Bolivia,-33.69000396824129,-71.03550016478152
Sao Pedro da Aldeia Brazil,-22.8384835,-42.1031604
Feijó Brazil,-8.1648652,-70.3539579
Aracatuba Brazil,-21.207992,-50.4390225
Vitória da Conquista Brazil,-14.8567487,-40.8414804
Sao Paolo Brazil,-23.5506507,-46.6333824
Guanabara Bay Brazil,-22.81690235,-43.127220112581526
El Centro California,32.792,-115.563051
Santa Maria California,34.9531295,-120.435857
Half Moon Bay California,37.4635519,-122.428586
Kampot Cambodia,10.6314754,104.132637
Bafoussam Cameroon,5.4758844,10.4217852
Fort Franklin Canada,65.1851519,-123.420944
Shamattawa Canada,55.8608747,-92.0897947
Santiago de Chile Chile,-33.4377756,-70.6504502
San Fernando Chile,-34.583791,-70.989122
Dingxi China,35.1773165,104.59362
Hualien China,23.9830185,121.61473866072254
Peking China,33.94128835,-118.13255763317608
Changyi China,36.8394346,119.4013261
Linfen China,36.229963,111.381767
Fuzhou China,26.0774954,119.2918215
La Esperanza Colombia,7.695740049999999,-73.3547071194412
El Poleo Colombia,8.4806394,-73.3667919
Cubarral Colombia,3.7943159,-73.8390382
Pagosa Springs Colorado,37.2695661,-107.010816
Kindu Congo,-2.9493766,25.9184499
Kahemba Congo,-7.2919121,18.9582005
Puerto Cortes Costa,15.784201667238914,-88.0144949566855
Osijek Croatia,45.5548793,18.6953685
Kinshasa DR,-2.9814344,23.8222636
Manta Ecuador,-1.03200635,-80.8169310821207
Hasna Egypt,29.98191525,31.25750855
Tisbury England,51.06269775,-2.064369381029705
Birkenhead England,53.3895177,-3.0248007
Elvetham England,51.29325775,-0.8507922231543015
Newcastle England,54.9738474,-1.6131572
Ramsgate England,51.3334726,1.4196476
London Heathrow England,51.46773895,-0.4587800741571181
Potters Bar England,51.6958889,-0.1848935
Kuopio Finland,62.8924601,27.6781839
Lakeland Florida,28.0394654,-81.9498042
Cape Canaveral Florida,28.4513556,-80.5283059
Valence France,44.9332277,4.8920811
Mt. Canigou France,43.6612896,1.3740774
Etobon France,47.6441521,6.6750345
Neufchatel France,50.6188491,1.6306156
Rennes France,48.1113387,-1.6800198
Luneville France,48.5916164,6.4919563
Svanetia Georgia,42.63545205,42.24871384619953
Bueren Germany,51.5525333,8.5591919
Dresden Germany,51.0493286,13.7381437
Soest Germany,51.5725501,8.1061259
Johannisthal Germany,52.4469899,13.5235435
Trevelez Granada,37.0023983,-3.2665989
Off Rhodes Greece,36.4488651,28.2251225
Mt. Hymettus Greece,38.009030667123845,23.8427017394318
Pointe-à-Pitre Guadeloupe,16.2408636,-61.5334077
Flores Guatemala,16.915431,-89.8813662
Payette Idaho,44.0374651,-116.7651123
Peoria Illinois,40.6938609,-89.5891008
Aurora Illinois,41.7571701,-88.3147539
Batavia Illinois,41.8540267,-88.3125909
Pinckneyville Illinois,38.0803286,-89.3820321
Ahmedabad India,23.0215374,72.5800568
Sadiya India,27.83384385,95.6751942427704
Chitral India,28.60132025,77.12123912156878
Vasco India,15.398403,73.8129178
Indianapolis Indiana,39.7683331,-86.1583502
Roselawn Indiana,41.151458,-87.2856621455731
Chesterton Indiana,41.6107243,-87.0522661
Brookston Indiana,40.6028144,-86.8672339
Tumbang Miri Indonesia,-0.9160201,113.5526778
Gunung Antara Indonesia,4.5918,96.5789
Masamba Indonesia,-2.5522045,120.3254725
Chiraz Iran,29.6060218,52.5378041
Belfast Ireland,54.596391,-5.9301829
Mt. Crezzo Italy,45.8992118,9.2832264
San Francesco al Campo Italy,45.2264672,7.6571645
Elba Italy,42.7902379,10.340223929577242
Nice Italy,45.5557812,10.3011656
Poggiorsini Italy,40.917126,16.254774
Anzio Italy,41.4471008,12.6285618
Garut Jawa,-7.2162543,107.9014912
Leigh Kent,53.4960455,-2.5171495
Covington Kentucky,39.0831712,-84.5107548
Sam Neua Laos,20.4151514,104.047364
Noiretable Loire,45.817108,3.7661111
Kudat Malaysia,7.23164545,117.17115617369186
Valetta Malta,35.8989979,14.5136607
Port Etienne Mauritania,20.9127045,-17.0503094
Cerro Blanco Mexico,20.261111,-97.166667
Campeche Mexico,19.0,-90.5
Reynosa Mexico,26.0907673,-98.2788191
Moorhead Minnesota,46.8739081,-96.7538674
Gillsburg Mississippi,31.0252102,-90.6552946
Kirksville Missouri,40.1948848,-92.5833939
Jefferson City Missouri,38.577359,-92.1724265
Hillsboro Missouri,38.2322766,-90.5629034
Missoula Montana,46.8701049,-113.995267
Larache Morocco,35.1952327,-6.152913
Sefrou Morocco,33.824898,-4.833336
Pagan Myanmar,21.1317111,94.8623644
Mandalay Myanmar,21.9596834,96.0948743
Putao Myanmar,27.2581853,97.89172667749284
Komarom,47.7574079,18.1298249
Mt. Trelease,39.6955547,-105.9031271
Monterey Bay,36.7999557,-121.9010668
Palembang Netherlands,52.0790374,4.2747807
Moerdijk Netherlands,51.66277225,4.525592212905146
Lacey Township New,39.8726184,-74.2951444
Jamaica New,40.6987631,-73.8088251
Troy New,42.7284117,-73.6917878
Long Valley New,40.78168135,-74.75923279813415
Manhattan New,40.7896239,-73.9598939
Hanover New,34.2751052,-77.8818627
New Brunswick New,40.4951365,-74.4439254
Fort Dix New,40.0105355,-74.62479718012173
Botwood Newfoundland,49.14219,-55.343628
Lisa Nigeria,7.25,3.6
Selby North,53.785097,-1.099040720243205
Sylva North,35.3737293,-83.2259222
Manado North,1.4900578,124.8408708
Port Radium Northwest,66.0850119,-118.035993
Stord Norway,59.82502055,5.488370639966453
Namsos Norway,64.46663724999999,11.334504720494646
Telemark Norway,59.39626765,8.66266000194867
Trondheim Norway,63.4304475,10.3952118
Halifax Nova,44.648618,-63.5859487
Mt. Nittany Ohio,40.680009920486135,-80.88800888198195
Mount Vernon Ohio,40.3933956,-82.4857181
Perth Ontario,43.4935991,-81.0164111
St. Thomas Ontario,42.779022,-81.1929882
Wemme Oregon,45.34873,-121.9659137
Peshawar Pakistan,34.0123846,71.5787458
Madang Papua,-5.0,145.5
Mahaffey Pennsylvania,40.8728411,-78.724196
Bath Pennsylvania,40.726519,-75.3934911
Homer City Pennsylvania,40.5434007,-79.1622566
Polk Pennsylvania,41.3670014,-79.9292233
Middletown Pennsylvania,40.1701367,-74.8851959
Urpay Peru,-8.3479399,-77.3892967
Tarapoto Peru,-6.4877198,-76.3598708
Juliaca Peru,-15.4932314,-70.1356177
Calapan Philippines,13.4145513,121.179543
Coron Island Philippines,11.897307,120.23823232497712
Mindoro Philippines,12.86924,121.13448510643856
Coamo Puerto,18.0960713,-66.35357519848765
St. Donat Quebec,46.318718,-74.221916
Bagotville Quebec,48.3407795,-70.8797721
Cairns Airport Queensland,-16.877789200000002,145.75154952736838
Batumi Republic,41.6241427,41.6249897328339
Budapest Romania,47.5073164,19.0930482
Ust'-Ilimsk Russia,57.959473,102.734192
Komsomolsk-on-Amur Russia,50.561797,136.9995057005502
Magadan Russia,63.5515028,154.014726
Batagaj Russia,67.654907,134.635071
Lensk Russia,60.7145488,114.9172123
Yanaul Russia,56.2714237,54.9294823
Hayes Island Russia,80.57916125,57.6368464213531
Kanash Russia,55.5148161,47.49863071889008
Ust-Orda Russia,52.8052218,104.7534712
Domodedovo Russia,55.4368213,37.7680693
Kuybyshev Russia,55.4454258,78.3222294
Omsk Russia,54.9830067,73.37452243916528
Novgorod Russia,58.5609587,31.2809005856491
Prestwick Airport Scotland,55.50230535,-4.577596602973978
Mogadiscio Somalia,2.0349312,45.3419183
My Tho South,-34.9045816,138.571748
Germiston South,-26.2241302,28.172588
Aberdeen South,45.45400645,-98.48845660958224
Huong Thuy South,-33.9122239,151.15434348975043
Gerona Spain,41.9793006,2.8199439
Valencia Spain,39.4697065,-0.3763353
Carmona Spain,37.4717882,-5.641291
Omdurman Sudan,15.6445536,32.4777311
Kaduqli Sudan,11.0085934,29.7155751
Paloemeu Suriname,2.8551775,-55.382238
Hallo Sweden,57.05727695,14.91457724766445
Grisons Switzerland,46.6960615,9.6027351
Centerville Tennessee,35.7789565,-87.4669587
Wichita Falls Texas,33.9004572,-98.5020777
Uncertain Texas,32.7120883,-94.1212966
El Paso Texas,25.2018639,55.15299984020217
San Antonio Texas,18.174167,-96.129722
Apeldoorn The,50.98504475,-1.4730407953174605
St. Thomas U.S.,18.34290815,-64.91889970060265
Rwenzori mountains Uganda,0.42063245,29.936915043263703
Nuevo Berlin Uruguay,-32.9803448,-58.0569456
Plain City Utah,41.2979093,-112.0845741
Bryce Canyon Utah,37.61840685483066,-112.14217871677518
Tanna Vanuatu,-19.48577845,169.33450144830016
Uriman Venezuela,5.3566832,-62.6698029
San Carlos Venezuela,9.6631589,-68.5869647
An Khe Vietnam,13.9504742,108.6608142
Martinsville Virginia,36.6915262,-79.8725386
Berkeley Springs West,39.6267975,-78.2279514
Aarsele West,50.9845,3.4185022
Cody Wyoming,44.5263107,-109.056392
Laramie Wyoming,41.3116442,-105.5917876
Centennial Wyoming,41.297896,-106.139369
Casper Wyoming,42.8501191,-106.325138
Belgrade Yugoslavia,44.7880163,20.452248926658555
Montevideo,-34.9058916,-56.1913095
Villavicencio,4.1347644,-73.6201517
Tawau,4.2435206,117.885331
Kuala Lumpur,3.1526589,101.7022205
Sarroch,39.0655592,9.0108295
Terrace,54.5172715,-128.599548
Durrenasch Aargau,47.3215135,8.1571142
Kunduz Afghanistan,36.8707187,68.7563528
Baghran Afghanistan,33.014064,65.042082
Lake Tustumena Alaska,60.1671081,-150.833591520815
Port Alsworth Alaska,60.1733525,-154.32010629356222
Mt. Iliamna Alaska,60.0321758,-153.091521
Great Sitkin Island Alaska,52.04217505,-176.10210446029208
Hawk Inlet Alaska,58.1258333,-134.7530556
King Cove Alaska,55.059662,-162.3114114
Kaltag Alaska,64.3276089,-158.7254198
Farewell Alaska,62.5161409,-153.6141867
Wrangell Alaska,56.4706022,-132.3829431
Thorhild Alberta,54.2507824,-113.0570669
Ameur el Ain Algeria,36.5939375,3.91993
Castilla Argentina,-34.6133387,-59.9062041
Campbeltown Argyll,55.4241858,-5.6051005
Beaver Dam Arizona,36.8997989,-113.9359348
Rich Mountain Arkansas,36.4250721,-93.9293655
Burketown Australia,-17.7400597,139.5465396
Byron Bay Australia,-28.6483333,153.6177778
Adelaide Hills Australia,-34.90135105,138.82932020091445
Quirindi Australia,-31.5021772,150.6804062
Lajes Azores,38.7669312,-27.1031772
Off Freeport Bahamas,26.5217856,-78.6996199
Coal Harbour BC,49.2903749,-123.1292813
Trinidad Bolivia,-14.8349438,-64.9044936
Alcoche Bolivia,-15.7510901,-67.6748068
Sao Felix do Araguaia Brazil,-11.6170646,-50.6667246
Sao Jose do Xingu Brazil,-10.803888,-52.7357819
Campina Grande Brazil,-7.2246743,-35.8771292
Rio Doce Brazil,-20.2447972,-42.8970432
Miritituba Brazil,-4.292912,-55.960461
Londrina-Parana Brazil,-23.3112878,-51.1595023
Sena Madureira Brazil,-9.0659556,-68.6571058
Barcelos Brazil,-0.9729214,-62.925635
Mantiqueira Brazil,-21.42484955,-43.64882753506004
Pico da Caledonia Brazil,-22.3535326,-42.58707
Smithers British,54.7792074,-127.1760991
Campbell River British,50.023071,-125.244153
Porpoise Bay British,49.50160625,-123.76048158456592
Ivinghoe Buckinghamshire,51.8423002,-0.6156028032350433
Rila mountain Bulgaria,42.18,23.58535
Burgas Bulgaria,42.5040226,27.35496958498066
Lanywa Burma,20.9403992,94.8226013
Oakland California,37.8044557,-122.271356
Merced California,37.1641544,-120.7678602
Jacumba California,32.630208100000004,-116.17500077204724
Needles California,34.8383236,-114.603872
Phnom Penh Cambodia,11.5730391,104.857807
Banyo Cameroon,6.748547,11.8045776
Summer Beaver Canada,52.70772085,-88.54191711088025
Campbell River Canada,50.023071,-125.244153
Fish Egg Inlet Canada,51.62226405,-127.7778120623353
Praia Cape,14.91853815,-23.511194108831525
La Macarena Colombia,2.1833828,-73.7857879
Condoto Colombia,5.09567995,-76.51148371740939
Puerto Olaya Colombia,6.503312,-74.3521799
Medina Colombia,4.510562,-73.3507441
Paipa Colombia,5.7812701,-73.1176532
Willington Connecticut,41.874428,-72.2598935
Mt Lamentation Connecticut,41.59602039056225,-72.74141019942046
Skagerrak Denmark,56.47972835,9.566561118074372
Holtug Denmark,55.3410225,12.4062467
Malemba Nkulu DR,-8.0413219,26.7909208
Valladolid Ecuador,-4.5512692,-79.1323008
Lago Agrio Ecuador,0.12662655,-76.75759126974856
Pastaza Ecuador,-1.916667,-77.0
Selsdon Park England,51.33525775,-0.0640894915698427
Billericay England,51.6284395,0.4218142
Bahar Dar Ethiopia,11.5949663,37.3882251
Gondar Ethiopia,12.610368,37.466766
Gore Ethiopia,8.1525979,35.5371154
Naples Florida,26.1421976,-81.7942944
Toul France,48.6762624,5.8941759
Dijon France,47.3215806,5.0414701
Triel France,45.6664399,5.5506167
Montelimar France,44.5579391,4.750318
Barcelonnette France,44.3862043,6.6513554
Perpignan France,42.6985304,2.8953121
Juvisy-sur-Orge France?,48.6904063,2.373809
Jenkinsburg Georgia,33.3245628,-84.0357465
Hasloh Germany,53.693295,9.9168991
Schleiz Germany,50.5590505,11.8040013
Conakry Guinea,9.5170602,-13.6998434
Hana Hawaii,20.7671042,-155.990751995403
San Andres Honduras,14.2217534,-88.5507877
Gaj Hrvatska,45.8980811,16.3684819
Pocatello Idaho,42.8620287,-112.450627
Hinsdale Illinois,41.8024604,-87.9299841
Sela Pass India,27.5035642,92.1044346
Patti India,25.9496326,82.18113917212713
Mumbai Indian,40.8268145,-73.9466673
Fairland Indiana,39.5859946,-85.8634727
Buah Nabar Indonesia,3.355789,98.5751592
Sampit Indonesia,-2.5389113,112.949389
Bohorok Indonesia,3.4956277,98.1825248
Jask Iran,25.6436156,57.7745644
Foynes Ireland,52.6111406,-9.1109507
Kyushu Island Japan,32.48214205,131.10089656440624
Copeland Kansas,37.5419685,-100.6296
Balkhash Kazakhstan,46.8433208,74.9773285
Mayfield Kentucky,36.7413624,-88.6352595
Louisville Kentucky,38.2542376,-85.759407
Hopkinsville Kentucky,36.8657651,-87.4889532
Off Beirut Lebanon,33.90026325,35.48464639072581
Idris Libya,30.754692822709124,20.22634915267208
Natchitoches Louisiana,31.7606732,-93.0860209
Luxembourg Luxembourg,49.6112768,6.129799
Bhiwandi Maharashtra,19.3025562,73.0588072
Miri Malaysia,4.3940102,113.9880199
Long Seridan Malaysia,3.977604,115.0689841
Kwajalein Marshall,8.7802344,167.7365363
Camp Springs Maryland,38.8020807,-76.92419076299771
New Bedford Massachusetts,41.6362152,-70.934205
Chablekal Mexico,21.096039,-89.5769808
Mt. Popocatepetl Mexico,21.13752165,-101.6982344
Chichen Itza Mexico,20.68285195,-88.5687196355205
La Quemada Mexico,22.4230703,-102.8412614
Mt. Hidalgo Mexico,24.2480354,-99.4382079
Chuuk Micronesia,7.4393793,151.8515538
Kansas Missouri,39.100105,-94.5781416
Moron Mongolia,49.6284811,100.1745571
Chances Peak Montserrat,16.7114291,-62.1750924
Semyonovka,40.6589683,44.9005908
Northeast Laos?,-7.89988668424357,-34.832134410656344
Mt. Taylor,-37.70277805,147.57185116713188
Dhulikhel Nepal,27.61765575,85.56349552503448
Off Curacao Netherlands,12.18537144566125,-68.97653456769851
Waddenzee Netherlands,53.23227915,5.185228651760729
Nellis AFB Nevada,36.2423056,-115.0463031
Milne Bay New,40.78668751236928,-73.48171499043525
Utica New,43.1009031,-75.2326641
Hadley New,43.3177008,-73.8474816
Morristown New,40.7970382,-74.4809868
Bilma Niger,18.69293,12.91872
Vandeikya Nigeria,6.833444350000001,9.045834371061536
Maxton North,34.7351615,-79.3489317
Yellowknife Northwest,62.47496825,-114.4304652775906
Colton Ohio,41.4647742,-83.9524442
Caldwell Ohio,39.7478508,-81.5165127
Pemberville Ohio,41.4108855,-83.46104
Lake Milton Ohio,41.0995019,-80.9703684
Off Naha Okinawa,26.2015743,127.69601312507685
Bartlesville Oklahoma,36.7421089,-95.9528877
Craiova Oltenia,44.3163552,23.83096847172302
Toronto Ontario,43.6534817,-79.3839347
Saint Catharines Ontario,43.1579812,-79.2441003
San Blas Panama,9.1875975,-77.87137226376693
Tambo Panama,8.6655425,-80.2959827
Puncak Jaya Papua,-4.0786047,137.1586126
Mt. Giluwe Papua,-6.0433044,143.8861157
Bahia Negra Paraguay,-20.2308712,-58.1690716
Aliquippa Pennsylvania,40.6102386,-80.267726
Shanksville Pennsylvania,40.0175017,-78.9071878
Bellavista Peru,-7.6842476,-76.3153378
Antipolo Philippines,14.5871972,121.1759246
Paranaque Philippines,14.5008116,120.9915327
Opole Poland,50.678792900000005,17.929884436033525
Natashquan Quebec,50.1839077,-61.8174062
Gaspé Quebec,48.8317223,-64.4837569
Mossman Queensland,-16.4614455,145.3726649
Yakut Russia,58.1564909,31.0934902
Kazakh Russia,51.13975966413845,58.3861293
Khatanga Russia,72.5720585,104.2904408
Sakhalin Island Russia,50.15947595,143.02644118600944
Lazo Russia,43.384794,133.9054043
Kazachinskoye Russia,57.694408,93.281029
Vladikavkaz Russia,43.024593,44.68211
Kozyrevsk Russia,56.0498765,159.8703005
Kular Russia,70.639252,134.349777
Yaroslavl Russia,57.6263877,39.8933705
Koltsovo Russia,54.9367736,83.187139
Zeleznogorsk Russian,52.3287909,35.376691
Paranapanema Sao,-23.390161,-48.720868
Estevan Saskatchewan,49.1428076,-102.991075
Concordia SC,-27.2312011,-52.0231024
Ljubljana Slovenia,46.0500268,14.5069289
Guadalcanal Island Solomon,-9.4287945,160.0071175
Merebank South,-29.9435851,30.9588531
Georgetown South,38.74309945,-77.47564446823152
Columbia South,34.000754,-81.0352313
Girona Spain,41.9793006,2.8199439
Karlstad Sweden,59.3809146,13.5027631
Eagle Lake Texas,29.5895382,-96.331239
Salt Flats Texas,32.63350983507183,-97.07829198147132
Del Rio Texas,29.357515,-100.8987707
Buffalo Texas,31.4634891,-96.0641283
Babaeski Turkey,41.4302616,27.0917789
Grand Canyon National Park Airport Tusayan,35.9525161,-112.14520362936864
Chuguev Ukraine,49.836626,36.6899391
Lihovka Ukraine,48.68626,33.922
Dnepropetrovsk Ukraine,48.4680221,35.0417711
Salto Uruguay,-31.38889,-57.9608876
Puerto Ordaz Venezuela,8.2750351,-62.7558263
Niquitao Venezuela,9.1110524,-70.4032724
Hoi An Vietnam,15.8795863,108.3319406
Fort Myer Virginia,38.895937700000005,-77.07229745000001
Fairchild AFB Washington,47.6160847,-117.64699947567766
Milan Washington,47.9668399,-117.3316058
Vail Washington,46.8451007,-122.6562348
Mannheim West,49.5024584,8.466962796677315
Chopan district Zabul,32.613208,66.691227
Kindu Zaire,-2.9493766,25.9184499
Uvira Zaire,-3.4055866,29.1375509
Ndola Zambia,-12.9693056,28.6365894
Delhi,28.6273928,77.1716954
Basel,47.5581077,7.5878261
Pepa -,-7.0770001,29.724444
Taipei -,25.0375198,121.5636796
Fairbanks,64.837845,-147.716675
Sloan 10,42.8911746,-78.7954766
Konduz Afghanistan,36.7175566,68.8672916
Kholm Afghanistan,36.814534,67.743267
Lashkar Gah Afghanistan,31.5852277,64.3608959
Bagram Air Base Afghanistan,34.939076650000004,69.27647271784608
Bamiyan Afghanistan,34.75,67.25
Komaki Aichi,35.3066073,136.934098
Skilak Lake Alaska,60.4286694,-150.37468456450287
Ketchikan Alaska,55.3430696,-131.6466819
Selawik Alaska,66.6023978,-160.0113003
Elim Alaska,64.6178042,-162.2624238
Wainwright Alaska,70.6369444,-160.038333
Tanana Alaska,65.1719444,-152.078888
Shemya Alaska,52.72274555,174.1003202448324
Nome Alaska,64.4975098,-165.4061701
Algiers Algeria,36.7729333,3.0588445
Tamanrasset Algeria,24.3753438,4.3208436
Boufarik AB Algeria,36.5755523,2.9128963
Roque Perez Argentina,-35.3964431,-59.3312128
Neuquen Argentina,-38.3695057,-69.832275
Salta Argentina,-25.1076701,-64.3494964
Point Cook Australia,-37.9064862,144.7533059
Perth Australia,-31.9558933,115.8605855
Pine Creek Australia,-13.8240162,131.835484
Bundeena Australia,-34.0845443,151.1512348
Baku Azerbaijan,40.3755885,49.8328009
New Providence Island Bahamas,25.0302511,-77.39603414176767
Grogak Bali,-8.5509257,115.1245796931718
Crimea Black,44.435322,34.0925643
Santa Rosa Bolivia,-13.4130678,-66.0371584
Francistown Botswana,-21.16636,27.502515
Carolina Brazil,-7.3313437,-47.4738762
Florianopolis Brazil,-27.5973002,-48.5496098
Parintins Brazil,-2.6344567,-56.7319324
Bage Brazil,-31.3314264,-54.1062808
Anchieta Island Brazil,-23.5435611,-45.06331321298988
Pelotas Brazil,-31.7699736,-52.3410161
Imperatriz Brazil,-5.5269279,-47.478115
Ribeirao Preto Brazil,-21.1776315,-47.8100983
Rio de Janeiro Brazil,-22.9110137,-43.2093727
Vancouver British,49.2608724,-123.113952
Castrovillari Calabria,39.8119315,16.2026124
Whittier California,33.9749136,-118.0338664
Perris Valley California,33.7643852,-117.21633420764394
San Francisco Bay California,37.71402905,-122.30779415179862
San Diego California,32.7174202,-117.162772
Avalon California,33.34221,-118.3272612
Kousséri Cameroon,12.0831175,15.0191262
Montreal Canada,45.5031824,-73.5698065
Lake Thutade Canada,56.9281503,-126.8875119363076
Tenerife Canary,28.2935785,-16.621447121144122
Jersey Channel,40.6745787,-74.090738
Batuco Chile,-33.2300466,-70.8085254
Llico Chile,-37.1981493,-73.5648656
Coyhaique Chile,-45.5711804,-72.0684863
Puerto Montt Chile,-41.471798,-72.9395915
Kunming China,25.0363006,102.7086139
Shensi China?,35.5895959,109.3013107
Baranquilla Colombia,10.99773435,-74.7911478441537
Popayán Colombia,2.4422295,-76.6072368
Sabanagrande Colombia,10.80408175,-74.77445095710297
Bogota Colombia,4.6533816,-74.0836333
Malaga Colombia,6.699661,-72.7324563
Saravena Colombia,6.9564056,-71.8754435
Santa Ana Colombia,9.3229035,-74.5696573
Villavicencio Colombia,4.1347644,-73.6201517
Puerto Asis Colombia,0.4979751,-76.4951418
Cucuta Colombia,8.07761875,-72.46890019811272
Loveland Colorado,40.3977612,-105.07498
Kinshasa Congo,-4.3196982,15.3424196
